Gal,Galaxy Name,m-M,err,distancempc,err,Method,M.,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocitykms
41,NGC 0021,34.21,0.38,69.6,13.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:10:46.9,+33:21:10.2,113.3,-28.8,SXS4*,4769
41,NGC 0021,34.23,0.38,70.3,13.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:10:46.9,+33:21:10.2,113.3,-28.8,SXS4*,4769
41,NGC 0021,33.94,0.8,61.4,24.6,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:10:46.9,+33:21:10.2,113.3,-28.8,SXS4*,4769
42,UGC 00101,35.35,0.38,117.3,22.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:10:57.0,+25:33:35.6,111.6,-36.4,SBS1,10398
42,UGC 00101,35.52,0.38,127.1,24.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:10:57.0,+25:33:35.6,111.6,-36.4,SBS1,10398
42,UGC 00101,35.57,0.38,130,24.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:10:57.0,+25:33:35.6,111.6,-36.4,SBS1,10398
42,UGC 00101,35.66,0.8,135.3,54.1,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:10:57.0,+25:33:35.6,111.6,-36.4,SBS1,10398
43,ESO 293- G 045,32.31,0.43,28.9,6.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",00:11:24.8,-41:23:53.6,330.3,-73.5,SBS8?,1425
43,ESO 293- G 045,32.42,0.43,30.5,6.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",00:11:24.8,-41:23:53.6,330.3,-73.5,SBS8?,1425
43,ESO 293- G 045,32.64,0.43,33.8,7.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",00:11:24.8,-41:23:53.6,330.3,-73.5,SBS8?,1425
43,ESO 293- G 045,31.39,0.8,19,7.6,IRAS,4,1997ApJS..109..333W,"MAT, I",00:11:24.8,-41:23:53.6,330.3,-73.5,SBS8?,1425
44,UGC 00107,35.14,0.4,106.9,21.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:11:38.1,+27:56:52.5,112.3,-34.1,S?,7617
44,UGC 00107,35.31,0.4,115.1,23,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:11:38.1,+27:56:52.5,112.3,-34.1,S?,7617
44,UGC 00107,35.34,0.4,116.7,23.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:11:38.1,+27:56:52.5,112.3,-34.1,S?,7617
44,UGC 00107,34.98,0.8,98.9,39.6,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:11:38.1,+27:56:52.5,112.3,-34.1,S?,7617
45,UGC 00108,35.88,0.38,149.9,28.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:11:45.1,+28:29:56.4,112.5,-33.6,SB.3*,8208
45,UGC 00108,36.09,0.38,165.5,31.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:11:45.1,+28:29:56.4,112.5,-33.6,SB.3*,8208
45,UGC 00108,36.14,0.38,169.4,32.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:11:45.1,+28:29:56.4,112.5,-33.6,SB.3*,8208
45,UGC 00108,35.13,0.8,106.3,42.5,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:11:45.1,+28:29:56.4,112.5,-33.6,SB.3*,8208
46,UGC 00110,33.58,0.38,52,9.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:12:01.3,+26:23:38.0,112.1,-35.6,SAS6,4678
46,UGC 00110,33.66,0.38,53.9,10.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:12:01.3,+26:23:38.0,112.1,-35.6,SAS6,4678
46,UGC 00110,33.92,0.38,60.7,11.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:12:01.3,+26:23:38.0,112.1,-35.6,SAS6,4678
46,UGC 00110,33.74,0.8,56,22.4,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:12:01.3,+26:23:38.0,112.1,-35.6,SAS6,4678
47,UGC 00111,34.23,0.38,70.3,13.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",00:12:09.1,+12:02:41.9,108,-49.7,S..6*,6478
47,UGC 00111,34.26,0.38,71.1,13.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",00:12:09.1,+12:02:41.9,108,-49.7,S..6*,6478
47,UGC 00111,34.32,0.38,73,13.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",00:12:09.1,+12:02:41.9,108,-49.7,S..6*,6478
47,UGC 00111,34.63,0.8,84.3,33.7,IRAS,4,1997ApJS..109..333W,"CF, r",00:12:09.1,+12:02:41.9,108,-49.7,S..6*,6478
48,KUG 0009+276A,36.41,0.4,191.3,38.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:12:09.4,+27:54:37.3,112.4,-34.2,S?,7662
48,KUG 0009+276A,36.65,0.4,213.3,42.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:12:09.4,+27:54:37.3,112.4,-34.2,S?,7662
48,KUG 0009+276A,36.66,0.4,215.3,43.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:12:09.4,+27:54:37.3,112.4,-34.2,S?,7662
48,KUG 0009+276A,34.99,0.8,99.5,39.8,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:12:09.4,+27:54:37.3,112.4,-34.2,S?,7662
49,CGCG 499-075,34.5,0.4,79.5,15.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:12:10.6,+29:19:10.0,112.7,-32.8,S?,7562
49,CGCG 499-075,34.57,0.4,82.2,16.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:12:10.6,+29:19:10.0,112.7,-32.8,S?,7562
49,CGCG 499-075,34.78,0.4,90.5,18.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:12:10.6,+29:19:10.0,112.7,-32.8,S?,7562
49,CGCG 499-075,34.96,0.8,98.3,39.3,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:12:10.6,+29:19:10.0,112.7,-32.8,S?,7562
50,UGC 00113,35.25,0.38,112.3,21.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:12:15.7,+22:19:18.5,111.1,-39.7,S..1,7789
50,UGC 00113,35.43,0.38,121.9,23.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:12:15.7,+22:19:18.5,111.1,-39.7,S..1,7789
50,UGC 00113,35.52,0.38,127.2,24.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:12:15.7,+22:19:18.5,111.1,-39.7,S..1,7789
50,UGC 00113,35.02,0.8,100.9,40.3,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:12:15.7,+22:19:18.5,111.1,-39.7,S..1,7789
51,NGC 0041,34.4,0.4,75.9,15.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:12:47.9,+22:01:24.2,111.2,-40,S?,6108
51,NGC 0041,34.57,0.4,82.1,16.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:12:47.9,+22:01:24.2,111.2,-40,S?,6108
51,NGC 0041,34.59,0.4,82.8,16.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:12:47.9,+22:01:24.2,111.2,-40,S?,6108
51,NGC 0041,34.47,0.8,78.5,31.4,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:12:47.9,+22:01:24.2,111.2,-40,S?,6108
52,UGC 00122,30.51,0.4,12.7,2.5,Tully-Fisher,1,1988NBGC.C....0000T,B,00:13:17.3,+17:01:48.0,110,-44.9,I..9,1000
53,CGCG 499-081,35.34,0.4,116.9,23.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:13:44.8,+30:11:42.9,113.3,-32,S?,7322
53,CGCG 499-081,35.56,0.4,129.5,25.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:13:44.8,+30:11:42.9,113.3,-32,S?,7322
53,CGCG 499-081,35.58,0.4,130.9,26.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:13:44.8,+30:11:42.9,113.3,-32,S?,7322
53,CGCG 499-081,34.9,0.8,95.3,38.1,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:13:44.8,+30:11:42.9,113.3,-32,S?,7322
54,UGC 00127,34.19,0.38,68.9,13.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:13:56.5,+26:58:03.0,112.7,-35.2,SB.6*,4853
54,UGC 00127,34.27,0.38,71.4,13.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:13:56.5,+26:58:03.0,112.7,-35.2,SB.6*,4853
54,UGC 00127,34.47,0.38,78.5,14.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:13:56.5,+26:58:03.0,112.7,-35.2,SB.6*,4853
54,UGC 00127,33.85,0.8,59,23.6,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:13:56.5,+26:58:03.0,112.7,-35.2,SB.6*,4853
55,NGC 0048 ,32.11,0.8,26.4,10.6,Tully est,2,1988NBGC.C....0000T,B,00:14:02.2,+48:14:05.5,116.5,-14.2,SX.4P*,1972
56,NGC 0045 ,28.85,0.4,5.9,1.2,Tully-Fisher,1,1988NBGC.C....0000T,B,00:14:03.9,-23:10:55.5,55.9,-80.7,SAS8,493
56,NGC 0045 ,30.26,0.47,11.3,2.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",00:14:03.9,-23:10:55.5,55.9,-80.7,SAS8,493
56,NGC 0045 ,30.3,0.47,11.5,2.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",00:14:03.9,-23:10:55.5,55.9,-80.7,SAS8,493
56,NGC 0045 ,30.72,0.47,13.9,3.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",00:14:03.9,-23:10:55.5,55.9,-80.7,SAS8,493
56,NGC 0045 ,29.09,0.8,6.6,2.6,IRAS,4,1997ApJS..109..333W,"A82, H",00:14:03.9,-23:10:55.5,55.9,-80.7,SAS8,493
57,UGC 00139,33.79,0.43,57.3,12.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",00:14:31.9,-00:44:15.2,102.9,-62.2,SXS5?,4052
57,UGC 00139,33.95,0.43,61.6,13.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",00:14:31.9,-00:44:15.2,102.9,-62.2,SXS5?,4052
57,UGC 00139,34.12,0.43,66.8,14.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",00:14:31.9,-00:44:15.2,102.9,-62.2,SXS5?,4052
57,UGC 00139,33.39,0.8,47.7,19.1,IRAS,4,1997ApJS..109..333W,"MAT, I",00:14:31.9,-00:44:15.2,102.9,-62.2,SXS5?,4052
58,NGC 0055,25.63,0.4,1.3,0.3,Tully-Fisher,1,1988NBGC.C....0000T,B,00:14:53.6,-39:11:47.9,332.9,-75.7,SBS9*/,94
59,UGC 00152,33.92,0.38,60.7,11.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:16:28.4,+29:55:26.2,114,-32.3,S..6*,5035
59,UGC 00152,33.95,0.38,61.7,11.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:16:28.4,+29:55:26.2,114,-32.3,S..6*,5035
59,UGC 00152,34.17,0.38,68.1,12.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:16:28.4,+29:55:26.2,114,-32.3,S..6*,5035
59,UGC 00152,33.97,0.8,62.3,24.9,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:16:28.4,+29:55:26.2,114,-32.3,S..6*,5035
60,UGC 00156,31,0.4,15.9,3.2,Tully-Fisher,1,1988NBGC.C....0000T,B,00:16:48.1,+12:20:53.0,109.8,-49.6,I..9,1267
61,ESO 539- G 005,33.04,0.43,40.6,8.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",00:17:10.2,-19:18:05.3,76,-78.9,SXT5?,3227
61,ESO 539- G 005,33.21,0.43,43.9,9.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",00:17:10.2,-19:18:05.3,76,-78.9,SXT5?,3227
61,ESO 539- G 005,33.32,0.43,46.1,9.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",00:17:10.2,-19:18:05.3,76,-78.9,SXT5?,3227
61,ESO 539- G 005,32.99,0.8,39.5,15.8,IRAS,4,1997ApJS..109..333W,"MAT, I",00:17:10.2,-19:18:05.3,76,-78.9,SXT5?,3227
62,CGCG 499-099,36,0.4,158.4,31.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:17:17.4,+30:12:33.0,114.2,-32.1,S?,6464
62,CGCG 499-099,36.23,0.4,176.4,35.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:17:17.4,+30:12:33.0,114.2,-32.1,S?,6464
62,CGCG 499-099,36.25,0.4,178.1,35.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:17:17.4,+30:12:33.0,114.2,-32.1,S?,6464
62,CGCG 499-099,34.62,0.8,84.1,33.6,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:17:17.4,+30:12:33.0,114.2,-32.1,S?,6464
63,UGC 00166,33.91,0.38,60.5,11.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,33.95,0.38,61.6,11.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,34.13,0.38,67,12.7,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,34.28,0.38,71.6,13.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,34.36,0.38,74.4,14.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,34.46,0.38,78,14.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,33.95,0.8,61.8,24.7,IRAS,4,1997ApJS..109..333W,"CF, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
63,UGC 00166,33.95,0.8,61.8,24.7,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:17:35.9,+30:12:17.9,114.3,-32.1,S..6*,5006
64,UGC 00165,34.43,0.4,76.8,15.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.49,0.38,78.9,15,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.55,0.4,81.3,16.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.57,0.38,82.1,15.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.64,0.4,84.8,17,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.67,0.38,86,16.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.5,0.8,79.5,31.8,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
64,UGC 00165,34.52,0.8,80.1,32,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:17:41.8,+24:40:02.0,113.2,-37.6,S..2,6209
65,CGCG 478-052,34.53,0.4,80.6,16.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:17:59.8,+24:33:46.9,113.3,-37.7,S?,5956
65,CGCG 478-052,34.66,0.4,85.6,17.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:17:59.8,+24:33:46.9,113.3,-37.7,S?,5956
65,CGCG 478-052,34.73,0.4,88.5,17.7,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:17:59.8,+24:33:46.9,113.3,-37.7,S?,5956
65,CGCG 478-052,34.42,0.8,76.7,30.7,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:17:59.8,+24:33:46.9,113.3,-37.7,S?,5956
66,UGCA 005,32.04,0.8,25.6,10.2,Tully est,2,1988NBGC.C....0000T,,00:18:48.3,-19:00:27.8,78.5,-78.9,SXS9,2097
67,UGC 00179,34.2,0.38,69.3,13.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,34.21,0.38,69.5,13.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,34.31,0.38,72.7,13.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,34.34,0.38,73.9,14,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,34.39,0.38,75.6,14.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,34.49,0.38,79.1,15,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,33.69,0.8,54.8,21.9,IRAS,4,1997ApJS..109..333W,"CF, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
67,UGC 00179,33.71,0.8,55.2,22.1,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:19:00.6,+23:28:35.5,113.4,-38.8,S..6*,4623
68,UGC 00183,34.66,0.38,85.3,16.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",00:19:35.1,+47:14:27.7,117.3,-15.3,S..2,5385
68,UGC 00183,34.73,0.38,88.3,16.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",00:19:35.1,+47:14:27.7,117.3,-15.3,S..2,5385
68,UGC 00183,34.88,0.38,94.5,18,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",00:19:35.1,+47:14:27.7,117.3,-15.3,S..2,5385
68,UGC 00183,34.19,0.8,68.8,27.5,IRAS,4,1997ApJS..109..333W,"CF, r",00:19:35.1,+47:14:27.7,117.3,-15.3,S..2,5385
69,IC 1540,34.49,0.38,78.9,15,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:19:48.8,+23:46:21.4,113.7,-38.5,SB.3,5993
69,IC 1540,34.64,0.38,84.9,16.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:19:48.8,+23:46:21.4,113.7,-38.5,SB.3,5993
69,IC 1540,34.66,0.38,85.7,16.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:19:48.8,+23:46:21.4,113.7,-38.5,SB.3,5993
69,IC 1540,34.44,0.8,77.3,30.9,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:19:48.8,+23:46:21.4,113.7,-38.5,SB.3,5993
70,ESO 028- G 014,31.66,0.8,21.4,8.6,Tully est,2,1988NBGC.C....0000T,,00:19:58.5,-77:05:26.9,305.2,-39.9,SBS7,1664
71,UGC 00191,31,0.4,15.9,3.2,Tully-Fisher,1,1988NBGC.C....0000T,B,00:20:05.2,+10:52:48.0,110.6,-51.2,S..9,1273
72,IC 0010,24.23,0.4,0.7,0.1,Tully-Fisher,1,1988NBGC.C....0000T,B,00:20:17.3,+59:18:13.6,119,-3.3,IB.9,-146
73,IC 0013,33.91,0.38,60.5,11.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",00:20:20.1,+07:42:01.8,109.6,-54.4,S..4,5828
73,IC 0013,33.95,0.38,61.7,11.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",00:20:20.1,+07:42:01.8,109.6,-54.4,S..4,5828
73,IC 0013,34.09,0.38,65.7,12.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",00:20:20.1,+07:42:01.8,109.6,-54.4,S..4,5828
73,IC 0013,34.39,0.8,75.6,30.2,IRAS,4,1997ApJS..109..333W,"CF, r",00:20:20.1,+07:42:01.8,109.6,-54.4,S..4,5828
74,ESO 078- G 022,31.58,0.8,20.7,8.3,Tully est,2,1988NBGC.C....0000T,,00:20:56.8,-63:51:26.5,308.5,-52.9,S..3*/,1663
75,NGC 0080,34.71,0.4,87.6,17.5,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",00:21:10.9,+22:21:25.9,113.8,-40,LA.-*,5827
75,NGC 0080,35.02,0.4,101.1,20.2,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",00:21:10.9,+22:21:25.9,113.8,-40,LA.-*,5827
76,IC 1544,34.03,0.4,63.8,12.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:21:17.5,+23:05:27.1,114,-39.3,SXS5,5871
76,IC 1544,34.15,0.4,67.7,13.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:21:17.5,+23:05:27.1,114,-39.3,SXS5,5871
76,IC 1544,34.24,0.4,70.3,14.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:21:17.5,+23:05:27.1,114,-39.3,SXS5,5871
76,IC 1544,34.39,0.8,75.6,30.3,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:21:17.5,+23:05:27.1,114,-39.3,SXS5,5871
77,NGC 0083,34.71,0.4,87.6,17.5,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",00:21:22.4,+22:26:01.0,113.9,-39.9,E,6515
77,NGC 0083,35.02,0.4,101.1,20.2,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",00:21:22.4,+22:26:01.0,113.9,-39.9,E,6515
78,NGC 0086,34.62,0.4,84.1,16.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:21:28.6,+22:33:23.1,113.9,-39.8,Sa,5750
78,NGC 0086,34.8,0.4,91.4,18.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:21:28.6,+22:33:23.1,113.9,-39.8,Sa,5750
78,NGC 0086,34.82,0.4,92,18.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:21:28.6,+22:33:23.1,113.9,-39.8,Sa,5750
78,NGC 0086,34.72,0.8,87.8,35.1,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:21:28.6,+22:33:23.1,113.9,-39.8,Sa,5750
79,"NGC 0085B, IC 1546",34.48,0.4,78.6,15.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:21:29.0,+22:30:21.1,113.9,-39.8,S?,5960
79,"NGC 0085B, IC 1546",34.63,0.4,84.4,16.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:21:29.0,+22:30:21.1,113.9,-39.8,S?,5960
79,"NGC 0085B, IC 1546",34.67,0.4,85.8,17.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:21:29.0,+22:30:21.1,113.9,-39.8,S?,5960
79,"NGC 0085B, IC 1546",34.43,0.8,76.9,30.8,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:21:29.0,+22:30:21.1,113.9,-39.8,S?,5960
80,UGC 00207,34.57,0.4,82,16.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.66,0.38,85.5,16.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.68,0.4,86.4,17.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.72,0.38,88.1,16.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.75,0.4,89.2,17.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.82,0.38,92.2,17.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.87,0.8,94.1,37.6,IRAS,4,1997ApJS..109..333W,"W91PP, r",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
80,UGC 00207,34.87,0.8,94.1,37.6,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:21:31.1,+29:39:43.9,115.2,-32.8,S..3,7211
81,IC 1548,34.83,0.4,92.6,18.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:21:55.2,+22:00:22.7,113.9,-40.3,E?,5835
81,IC 1548,34.92,0.4,96.6,19.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",00:21:55.2,+22:00:22.7,113.9,-40.3,E?,5835
81,IC 1548,35.04,0.4,101.8,20.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",00:21:55.2,+22:00:22.7,113.9,-40.3,E?,5835
81,IC 1548,34.44,0.8,77.3,30.9,IRAS,4,1997ApJS..109..333W,"HMCL, I",00:21:55.2,+22:00:22.7,113.9,-40.3,E?,5835
82,"NGC 0093, UGC 00209",34.61,0.38,83.7,15.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"W91PP, r",00:22:03.2,+22:24:29.1,114.1,-40,S?,5535
82,"NGC 0093, UGC 00209",34.79,0.38,90.7,17.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"W91PP, r",00:22:03.2,+22:24:29.1,114.1,-40,S?,5535
82,"NGC 0093, UGC 00209",34.9,0.4,95.6,19.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",00:22:03.2,+22:24:29.1,114.1,-40,S?,5535
82,"NGC 0093, UGC 00209",34.91,0.38,95.9,18.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"W91PP, r",00:22:03.2,+22:24:29.1,114.1,-40,S?,5535
